# 2017-01-13 12:52:22.905976
# CT_x16
#  path: ../data_final/CT_x16/
#  thresholds: -456.84, 330.0
#  dc-average: 0.973246497932
#  dc-average (opti): 0.973246497932
# MR_x16
#  path: ../data_final/MR_x16/
#  thresholds: 706.05, 2082.0
#  dc-average: 0.888815886602
#  dc-average (opti): 0.907761173522
#  dc-average (CT-COM): 0.761380251249
#  dc-average (CT-COM, opti): 0.763246479026
# 
sliceNumber   warp_X   warp_Y   warpMagnitude   dc_CT   dc_CT_opti   dc_MR   dc_MR_opti   dc_MR_CT-COM   dc_MR_opti_CT-COM
279   0.1283   -0.6464   0.659   0.987   0.987   0.9057   0.8942   0.7862   0.781
280   0.121   -0.6131   0.6249   0.9893   0.9893   0.8955   0.906   0.7955   0.7902
281   0.1168   -0.5986   0.6099   0.9893   0.9893   0.8964   0.911   0.7973   0.792
282   0.111   -0.5738   0.5845   0.9899   0.9899   0.9002   0.9228   0.8071   0.8061
283   0.1127   -0.5373   0.549   0.9894   0.9894   0.8908   0.9177   0.821   0.8197
284   0.1063   -0.5044   0.5154   0.9893   0.9893   0.8898   0.9165   0.8337   0.8323
285   0.088   -0.4941   0.5019   0.9899   0.9899   0.8846   0.9153   0.8419   0.8403
286   0.0815   -0.4852   0.492   0.9876   0.9876   0.8809   0.9116   0.8426   0.841
287   0.0921   -0.492   0.5006   0.9899   0.9899   0.8827   0.9135   0.8401   0.8386
288   0.0966   -0.5132   0.5222   0.9893   0.9893   0.8846   0.9113   0.8376   0.8361
289   0.0949   -0.5325   0.5409   0.9905   0.9905   0.8903   0.9168   0.8301   0.8288
290   0.093   -0.5322   0.5403   0.9888   0.9888   0.8884   0.915   0.8283   0.827
291   0.0879   -0.553   0.56   0.9905   0.9905   0.8898   0.9165   0.8164   0.8153
292   0.0912   -0.5695   0.5768   0.9917   0.9917   0.8918   0.9184   0.8139   0.8128
293   0.1014   -0.5805   0.5892   0.9888   0.9888   0.8987   0.9212   0.8062   0.8052
294   0.0964   -0.5923   0.6001   0.9876   0.9876   0.8939   0.9087   0.7991   0.7938
295   0.1056   -0.6117   0.6207   0.9876   0.9876   0.9095   0.902   0.7981   0.7927
296   0.1196   -0.6022   0.6139   0.9899   0.9899   0.9021   0.877   0.778   0.7728
297   0.1279   -0.6249   0.6379   0.9893   0.9893   0.8818   0.8571   0.7635   0.7585
298   0.1356   -0.6632   0.677   0.9899   0.9899   0.8673   0.8381   0.7449   0.74
299   0.1565   -0.7015   0.7187   0.9917   0.9917   0.8424   0.7828   0.7065   0.7021
300   0.1747   -0.7622   0.782   0.9941   0.9941   0.7723   0.7147   0.6513   0.6479
301   0.1988   -0.891   0.9129   0.9917   0.9917   0.6933   0.6384   0.5767   0.5749
302   0.2518   -1.073   1.1022   0.9941   0.9941   0.551   0.5031   0.4626   0.4636
303   0.3251   -1.3877   1.4253   0.9941   0.9941   0.3424   0.3088   0.2879   0.2943
304   0.3838   -1.8062   1.8466   0.9929   0.9929   0.1067   0.0949   0.0711   0.0773
305   -1.0   -1.0   -1.0   0.9953   0.9953   -1.0   -1.0   0.0   0.0
306   -1.0   -1.0   -1.0   0.9923   0.9923   -1.0   -1.0   0.0   0.0
307   0.3884   -2.0036   2.0409   0.9917   0.9917   0.0369   0.0327   0.0092   0.0178
308   0.361   -1.992   2.0244   0.9929   0.9929   0.1478   0.1318   0.0609   0.0672
309   0.3115   -1.9648   1.9893   0.9935   0.9935   0.2469   0.2214   0.1152   0.1275
310   0.241   -1.9558   1.9706   0.9663   0.9663   0.3424   0.3088   0.1556   0.166
311   0.2089   -1.9368   1.948   0.9669   0.9669   0.4164   0.3771   0.1859   0.1949
312   0.1927   -1.9048   1.9145   0.964   0.964   0.4731   0.43   0.2294   0.2369
313   0.183   -1.8017   1.8109   0.9629   0.9629   0.58   0.5305   0.3267   0.3312
314   0.1704   -1.5404   1.5498   0.9641   0.9641   0.6811   0.6268   0.4396   0.4411
315   0.1485   -1.2808   1.2893   0.9634   0.9634   0.7723   0.7147   0.5476   0.5465
316   0.1452   -1.0494   1.0594   0.9646   0.9646   0.8579   0.798   0.6434   0.6404
317   0.1346   -0.8563   0.8668   0.9623   0.9623   0.8917   0.8659   0.7103   0.7062
318   0.1209   -0.72   0.7301   0.9646   0.9646   0.8959   0.8889   0.7554   0.7506
319   0.1215   -0.5998   0.612   0.9935   0.9935   0.8941   0.8874   0.7953   0.7898
320   0.1307   -0.5436   0.5591   0.9941   0.9941   0.8991   0.9009   0.8211   0.8153
321   0.1214   -0.5256   0.5394   0.9935   0.9935   0.8939   0.9087   0.8397   0.8337
322   0.1004   -0.4751   0.4856   0.9646   0.9646   0.8889   0.9038   0.84   0.8384
323   0.0883   -0.4522   0.4608   0.9652   0.9652   0.8879   0.9068   0.8527   0.851
324   0.0866   -0.3918   0.4012   0.9652   0.9652   0.887   0.9098   0.8652   0.8632
325   0.0957   -0.3629   0.3753   0.9669   0.9669   0.8841   0.9109   0.867   0.8734
326   0.0903   -0.3611   0.3722   0.9657   0.9657   0.8822   0.9091   0.8694   0.8758
327   0.0863   -0.3666   0.3766   0.9686   0.9686   0.8803   0.9073   0.8718   0.8782
328   0.0873   -0.3624   0.3728   0.9675   0.9675   0.8803   0.9073   0.8718   0.8782
329   0.0834   -0.3331   0.3434   0.9698   0.9698   0.8785   0.9054   0.8699   0.8763
330   0.0785   -0.3322   0.3413   0.9704   0.9704   0.8803   0.9073   0.8718   0.8782
331   0.0776   -0.3299   0.339   0.9704   0.9704   0.8803   0.9073   0.8718   0.8782
332   0.0728   -0.3257   0.3337   0.9698   0.9698   0.8771   0.908   0.8729   0.8833
333   0.0987   -0.3042   0.3198   0.9704   0.9704   0.8771   0.908   0.8729   0.8833
334   0.0919   -0.3075   0.321   0.9669   0.9669   0.8827   0.9135   0.8785   0.8847
335   0.0903   -0.3197   0.3322   0.9658   0.9658   0.8822   0.9091   0.8737   0.88
336   0.1028   -0.3381   0.3534   0.9681   0.9681   0.886   0.9128   0.8774   0.8837
337   0.1065   -0.3217   0.3388   0.9664   0.9664   0.886   0.9128   0.8774   0.8837
338   0.1015   -0.3155   0.3314   0.9681   0.9681   0.8898   0.9165   0.8812   0.8875
339   0.1008   -0.3221   0.3375   0.9663   0.9663   0.8918   0.9184   0.8831   0.8894
340   0.0975   -0.3188   0.3334   0.9675   0.9675   0.8918   0.9184   0.8831   0.8894
341   0.0928   -0.3009   0.3149   0.9658   0.9658   0.8918   0.9184   0.8831   0.8894
342   0.1035   -0.2794   0.298   0.9663   0.9663   0.8903   0.9209   0.886   0.8922
343   0.0972   -0.269   0.286   0.9692   0.9692   0.8884   0.919   0.8841   0.8945
344   0.0901   -0.2502   0.2659   0.9681   0.9681   0.887   0.9175   0.8827   0.8931
345   0.0979   -0.245   0.2639   0.9693   0.9693   0.887   0.9175   0.8827   0.8931
346   0.0965   -0.2481   0.2662   0.9692   0.9692   0.8889   0.9194   0.8846   0.895
347   0.0969   -0.2577   0.2753   0.9698   0.9698   0.8908   0.9212   0.8865   0.8968
348   0.076   -0.2624   0.2732   0.9739   0.9739   0.8927   0.9231   0.8884   0.8987
349   0.0777   -0.2413   0.2535   0.9721   0.9721   0.8927   0.9231   0.8884   0.8987
350   0.0799   -0.2426   0.2554   0.9716   0.9716   0.8946   0.9249   0.8903   0.9006
351   0.0836   -0.2651   0.2779   0.9704   0.9704   0.8942   0.9246   0.8898   0.9002
352   0.0775   -0.2611   0.2724   0.9715   0.9715   0.8942   0.9246   0.8898   0.9002
353   0.094   -0.2513   0.2684   0.9703   0.9703   0.8942   0.9246   0.8898   0.9002
354   0.0978   -0.2642   0.2817   0.955   0.955   0.8966   0.9268   0.8491   0.8475
355   0.0909   -0.2679   0.2829   0.9528   0.9528   0.8966   0.9268   0.8491   0.8475
356   0.1041   -0.2492   0.2701   0.9669   0.9669   0.8966   0.9268   0.8922   0.9025
357   0.1061   -0.2237   0.2476   0.9698   0.9698   0.8985   0.9246   0.8942   0.9045
358   0.0926   -0.2329   0.2506   0.9698   0.9698   0.8966   0.9228   0.8922   0.9025
359   0.0883   -0.2434   0.259   0.9555   0.9555   0.8927   0.915   0.8498   0.8523
360   0.0829   -0.2317   0.246   0.9721   0.9721   0.8946   0.9128   0.8946   0.9049
361   0.0807   -0.2301   0.2439   0.9733   0.9733   0.8985   0.9165   0.8985   0.9087
362   0.0854   -0.2108   0.2274   0.9733   0.9733   0.8985   0.9165   0.8985   0.9087
363   0.0915   -0.2118   0.2307   0.9721   0.9721   0.8985   0.9165   0.8985   0.9087
364   0.0921   -0.2123   0.2314   0.9733   0.9733   0.8985   0.9165   0.8985   0.9087
365   0.0899   -0.2241   0.2415   0.9715   0.9715   0.8985   0.9165   0.8985   0.9087
366   0.0869   -0.2315   0.2472   0.9727   0.9727   0.8985   0.9165   0.8985   0.9087
367   0.0844   -0.2478   0.2618   0.9561   0.9561   0.8985   0.9165   0.851   0.8535
368   0.0757   -0.2362   0.248   0.9751   0.9751   0.9024   0.9121   0.9024   0.9083
369   0.0653   -0.2255   0.2348   0.9733   0.9733   0.9048   0.9143   0.9048   0.9106
370   0.076   -0.2469   0.2583   0.9561   0.9561   0.9111   0.9366   0.846   0.8486
371   0.0797   -0.239   0.252   0.9733   0.9733   0.9134   0.9388   0.9048   0.9149
372   0.0827   -0.257   0.27   0.9562   0.9562   0.9154   0.9407   0.846   0.8486
373   0.0828   -0.2506   0.264   0.9572   0.9572   0.9154   0.9407   0.846   0.8486
374   0.0809   -0.2559   0.2684   0.9596   0.9596   0.9067   0.9162   0.846   0.8486
375   0.0894   -0.25   0.2655   0.9572   0.9572   0.9087   0.918   0.8478   0.8504
376   0.0826   -0.2262   0.2409   0.9709   0.9709   0.9087   0.918   0.9087   0.9188
377   0.0751   -0.2313   0.2432   0.9579   0.9579   0.9127   0.9177   0.8515   0.8541
378   0.0784   -0.2075   0.2218   0.9726   0.9726   0.9127   0.9218   0.9127   0.9227
379   0.0863   -0.1949   0.2132   0.9739   0.9739   0.9147   0.9237   0.9147   0.9247
380   0.0787   -0.2069   0.2213   0.9739   0.9739   0.9187   0.9234   0.9187   0.9287
381   0.081   -0.2182   0.2327   0.9733   0.9733   0.9227   0.9272   0.9227   0.9328
382   0.0885   -0.2065   0.2247   0.9745   0.9745   0.9248   0.925   0.9248   0.9348
383   0.0818   -0.2246   0.239   0.9745   0.9745   0.9248   0.925   0.9248   0.9348
384   0.0844   -0.2423   0.2566   0.9585   0.9585   0.9244   0.9205   0.8578   0.8603
385   0.0879   -0.2686   0.2826   0.9579   0.9579   0.922   0.9182   0.8552   0.8578
386   0.0856   -0.251   0.2651   0.9585   0.9585   0.9172   0.9137   0.8501   0.8527
387   0.0781   -0.2704   0.2814   0.9579   0.9579   0.9161   0.9126   0.8526   0.8552
388   0.0932   -0.2391   0.2566   0.9745   0.9745   0.9161   0.9126   0.9161   0.922
389   0.0984   -0.2717   0.289   0.9579   0.9579   0.9157   0.9079   0.8474   0.8501
390   0.087   -0.2582   0.2725   0.9597   0.9597   0.9128   0.9009   0.844   0.8423
391   0.103   -0.2556   0.2755   0.9584   0.9584   0.9124   0.9004   0.8433   0.8416
392   0.0955   -0.2614   0.2783   0.9596   0.9596   0.9401   0.9524   0.8433   0.8416
393   0.0953   -0.2578   0.2749   0.9613   0.9613   0.9124   0.9004   0.8433   0.8416
394   0.1022   -0.2643   0.2833   0.9597   0.9597   0.9145   0.898   0.8453   0.8435
395   0.1085   -0.2463   0.2692   0.9591   0.9591   0.9145   0.898   0.8453   0.8435
